Subject_ID,Delta,Theta,Alpha,Beta,Gamma,y
X23.V1.964,0.4295051707675771,4.889935370416653,2.2899963513289108,0.8506103117215988,0.0023327838256622982,1
X1.V1.614,0.014801717536235305,0.00372499861867337,0.008357856468927475,0.002412668971196762,0.0003069514366735695,2
X11.V1.134,0.12660230204958905,0.09452030715575259,0.0588921598164968,0.022564980956273357,0.0015449624514093346,1
X18.V1.544,0.14390827734053063,0.23128832984696976,0.047329110996641735,0.044558517090510806,0.0003446967138337885,1
X19.V1.294,0.39014033157238837,0.6659156363595401,1.6310620864265999,2.0078409353612616,0.025472301191240214,1
X21.V1.802,0.01341851573526155,0.00047587133788598216,0.0007075841034223096,0.0006521728658150976,3.0876419284146614e-05,3
X2.V1.72,0.005602166716469554,0.0015023111274941577,0.0013416939777389971,0.0030341576064256207,0.00011063180737887306,5
X3.V1.744,0.04318795126003428,1.308992970916055,0.2582899262483206,0.07618469772598344,0.0010632086196902073,1
X12.V1.733,0.1557576987840698,0.021544348935696817,0.01641184790465226,0.007456266676184093,0.0007665159079074671,2
X8.V1.614,0.03155013919666351,0.0035530336671865063,0.0015385068762494808,0.0022335121342814757,0.00031424502139427334,2
X20.V1.374,0.26461790911881944,0.0636357907689294,0.07932226106162873,0.03948604077647805,0.00018120797278096948,1
X2.V1.514,0.010946020072582472,0.0061440549413296465,0.0031954879290130083,0.0004744725610056089,6.100551905486924e-05,2
X8.V1.451,0.020846389144698857,0.005590661745327201,0.021173718390942075,0.005648642652522348,0.0001728332897794382,4
X18.V1.40,0.025944533921179923,0.004850404190473798,0.04246775942829274,0.00877059363394956,0.0005082645651021818,5
X5.V1.8,0.016062486173453037,0.004494828716055961,0.0019063712868658885,0.004674416448601488,0.00024024955865415185,5
X10.V1.492,0.21242083716570273,0.04136964735449178,0.03513658640768257,0.032955798304160455,0.0019510475015909953,3
X5.V1.741,0.01624615039873272,0.008676724595233587,0.005796477706872925,0.014658119066233027,0.000731708875900498,4
X5.V1.202,0.013832628299454055,0.007860031415260232,0.0012918940582713387,0.0008727169139767727,0.00014321755962927378,3
X23.V1.74,0.011049123341928398,0.008017226290259392,0.021668822650419188,0.005434668072664771,0.00025862848554505924,5
X23.V1.332,0.041218383424926654,0.00977980868652487,0.0021274460255959046,0.0009918677219047352,0.00014059005642487994,3
X15.V1.80,0.012918698764032127,0.0020153976426716905,0.011074910038842865,0.0030493738072707726,0.0003719351032511646,5
X11.V1.123,0.014748690993575259,0.0014861661638140944,0.0038270302304937785,0.0006287100979731191,5.2473274560971e-05,2
X18.V1.916,0.6079958610498513,0.641096488472995,0.7301558924086379,7.7055825369861,0.06777823326119295,1
X2.V1.401,0.012486429610261456,0.008622062623921914,0.0970408193069703,0.006172292192394494,0.0011058425260397132,4
X22.V1.572,0.010833597743225964,0.0009189836337096734,0.0008935064224832171,0.0006079541329012449,4.0894367917809213e-05,3
X23.V1.423,0.009853698657518156,0.018411640837491312,0.02612165202530749,0.006363310572072943,0.00025945783157068475,2
X23.V1.281,0.02810105152436195,0.007048920084288473,0.06564184149423224,0.011105069311715426,0.0002579831148514642,4
X13.V1.623,0.00445921038886296,0.005785114634073045,0.0009424965460724753,0.0006106035427131762,6.424134168599159e-05,2
X4.V1.87,0.01447906228831416,0.010465699261544,0.03772476802136117,0.007280149247879679,0.0006936749386303768,5
X22.V1.462,0.07020278402844621,0.009869437281053883,0.0042509647924658285,0.004972022487301775,0.0004477485964488994,3
X4.V1.14,0.02201162356503073,0.0033899149733869977,0.005213444518365008,0.005936706457855311,0.00034114002088124257,5
X10.V1.913,0.15515263506939125,0.03394355592594002,0.02971499430454124,0.0189778389724193,0.0018629534482868333,3
X8.V14,2.7094811556109435,0.7834294492511861,2.1730850221498224,3.410190558985895,0.0400225633853964,1
X17.V1.882,0.06869695332362702,0.007222145479705576,0.0005676052011776601,0.00036995326684810304,4.9323351682096736e-05,3
X6.V1.152,0.03729350204185425,0.003594808166405232,0.003114541192505184,0.00233196556344883,5.974199505324955e-05,3
X15.V1.17,0.0505477114052577,0.013328015599279274,0.008234467374512496,0.011926317664309197,0.0015565643082419284,5
X2.V1.842,0.034825273571573,0.002491160627165302,0.007346236982027863,0.013443472083050894,0.001853574247780858,3
X11.V1.21,0.004004659480797135,0.007683319728354937,0.0028323790898290685,0.001256122531472695,0.0001444096362996679,5
X21.V1.134,0.45653222288773776,0.18130631552847534,0.0819736490105163,0.26918915295860235,0.014246482442561303,1
X15.V1.892,0.014110614134678012,0.003890264147971112,0.004453243374057817,0.0014452389058647848,6.665582956125853e-05,3
X10.V1.342,0.011353806089202396,0.01875120272704566,0.0006616352730945789,0.0013326905274484862,0.00012616071004979806,3
X17.V1.862,0.026720759553120532,0.003210883841839471,0.0012351173205171677,0.00042645829299463377,3.826610300726989e-05,3
X10.V1.851,0.007475887961471025,0.018213996051710195,0.031582665429353125,0.04898247887487997,0.0008946279863983132,4
X3.V1.14,0.011993200535616439,0.008046576130196614,0.003957277828010511,0.0038758506416954595,0.0001682121035719884,5
X20.V1.37,0.008323747101997243,0.0012418813728844208,0.0014427720547809256,0.0035930262575004806,0.0002616538366815403,5
X20.V1.874,0.01409780244028594,0.6181506136096196,0.15961250415857012,0.027002442528778137,0.00018732121314830383,1
X22.V1.901,0.018388863184455317,0.015711963861357186,0.04851090003137802,0.01353268735680994,0.000234446495106869,4
X7.V1.603,0.10651928492785062,0.00595226787771206,0.009314391466170297,0.01197666950212742,0.00044278781023836115,2
X10.V1.524,1.8330093163586954,0.1125363875413449,0.17981220409719811,0.35465462200454656,0.01488678537328389,1
X6.V1.882,0.0930319089800314,0.013376920652258994,0.001685663520292896,0.0005811628185228128,4.789714338559611e-05,3
X11.V1.181,0.011873878929964818,0.026232995822182095,0.16350671399928507,0.020428714672424197,0.0003592976646773732,4
X13.V1.762,0.03320474452386832,0.0023189351566598217,0.008124290136552,0.031252254690182085,0.0009822460814389892,3
X20.V1.811,0.02589474399660135,0.007174954836694239,0.012134452011391588,0.07770173140612377,0.001108015001737869,4
X11.V1.210,0.02396261192017083,0.0024153331521349535,0.09015502980156682,0.017724724421692817,0.0006902211735437344,4
X2.V1.813,0.0012970617997459025,0.006856063727987617,0.0017917252780493623,0.0015773851900135263,0.0001539109666560968,3
X3.V1.652,0.04762883843822619,0.009037342048520042,0.0018511444195020627,0.0014847928508835869,3.193513161075375e-05,3
X20.V1.101,0.04585077875112531,0.040999225314506844,0.2502554609147778,0.0450967876835228,0.0007973466988372634,4
X21.V1.681,0.004980683330239552,0.005548348543387054,0.00710277254548335,0.03239991686084763,0.0010816603581632756,4
X12.V1.951,0.003491558585592929,0.005544216649402066,0.028555534478139695,0.01041614073190027,0.0010353896316735813,4
X15.V1.281,0.01797707113280375,0.005424096616851952,0.009605553227259556,0.004895161396410091,0.00021471485841381257,4
X3.V1.751,0.026413546994849893,0.003873183733500423,0.028049159894468732,0.040730294479460125,0.0010275898108023209,4
X19.V1.744,0.046335662202780854,0.32604308115180575,0.038133807546811595,0.05730214989086225,0.002459443140612858,1
X1.V1.104,0.4313089528140153,3.0922722848887982,0.3677691850624374,2.0677621419797374,0.05157675473392259,1
X16.V1.515,0.009265383223983856,0.0021992777331867547,0.0004938010161748309,0.0005981825783680757,1.4758175246705185e-05,2
X11.V1.203,0.4723369842932452,0.08309655606929897,0.2669841184350904,0.31709151417586484,0.021962540249703736,2
X2.V1.84,0.04050859204199593,0.024708773132234154,0.01995884157983974,0.008889393129165883,0.0003052875613589976,5
X23.V1.217,0.4503973516884285,0.1199296730727507,0.1489462522767126,0.3309069874327598,0.001633109882558288,1
X3.V1.710,0.01744451369122366,0.002315478060431337,0.0053653170555469,0.005003107472382214,0.00025964867725008123,4
X19.V1.752,0.025906423094638975,0.0032008640779540905,0.0008691328300997553,0.0010942500096735401,0.00025941457202570276,3
X18.V1.521,0.0010441410974755883,0.0012691120216187398,0.20856393796540376,0.00991707403320748,0.0002807655294632307,4
X11.V1.553,0.019410093128304638,0.0023948066867360276,0.005715416660518348,0.0015655215298126324,5.962403368390554e-05,2
X8.V1.231,0.0036315105951312448,0.0052372260400604725,0.24504010829635256,0.0129319404952438,0.00036512026853367807,4
X15.V1.772,0.2729784025635811,0.01719626264557494,0.010641460275722613,0.006904110633753357,0.00034222659399687886,3
X12.V1.78,0.0006004720173713725,0.002093941158586272,0.015946549610514657,0.007993717072470482,0.0005912015715720982,5
X18.V1.803,0.005424775144115897,0.0069705066985320755,0.0026626961515878646,0.0021979921131735298,0.00010277454426579777,2
X20.V1.212,0.0046163957686735976,0.002444430688000371,0.005686649637954049,0.00097757204156138,0.00013016279901062583,3
X17.V1.791,0.07099847577678314,0.006409564775799012,0.12088731982397503,0.044944400253456834,0.0025229960076612328,4
X6.V1.422,0.04906940067578679,0.006069761186796002,0.0161831933263439,0.011206957063908538,0.0002520198595634327,3
X8.V1.94,0.018356429617959802,0.005964953256718526,0.03343487916465007,0.008156109379381106,0.0005855375377837303,5
X23.V1.410,0.005230949007064811,0.004034564080462115,0.11365374559410633,0.009620701582275674,0.0004294649179964583,4
X5.V1.794,0.2730732792819107,7.37777266846391,0.7197587377542485,0.7393369812071243,0.013681322586455014,1
X1.V1.461,0.009551272350301288,0.003434079874028538,0.0037469471872537104,0.006624147251928992,0.0004057979550638047,4
X19.V1.671,0.03335431241075836,0.0067597126654685945,0.019306482640678597,0.07823443065357118,0.0010120554235272324,4
X15.V1.283,0.9943703040103659,0.09501370381500106,0.06367733996096167,0.02344247920760245,0.0003411101060150775,2
X10.V1.44,0.014093651106258029,0.013453806865353765,0.007546420974105659,0.006819468971891551,0.0006841024023069764,5
X22.V1.884,0.7962305626300066,0.01860786561709204,0.32493271739852747,0.21215654668964443,0.0037836744829085286,1
X15.V1.822,0.0013350794542254874,0.0009358781274118439,0.00044216936098792983,0.0005354859124047717,5.3835998628543494e-05,3
X16.V1.441,0.007094181045866035,0.003064608691401701,0.01586884523747275,0.00979852617463988,0.0001565073815022374,4
X11.V1.942,0.47290010669110494,0.013620222051611735,0.0027317274826548334,0.003399328971353699,0.00023348746411053952,3
X18.V1.122,0.011674027508694014,0.003991130046314091,0.002127463176137125,0.0008077611986052659,2.395598457107739e-05,3
X14.V1.413,0.16029529843476575,0.00465723288139835,0.004267637275265162,0.004772647775821431,0.00038509468438282217,3
X20.V1.691,0.012577390331069527,0.009721184428274146,0.0036352975586345275,0.01636067237050912,0.001713819568469803,4
X15.V1.983,0.018892703020638054,0.0013795075220308845,0.0014190532303846285,0.0009161824822683043,5.706818157460537e-05,2
X4.V1.316,0.005056023602493753,0.8007274884333901,0.013264873696105357,0.07284864701113647,0.0032324495097875963,1
X17.V1.861,0.024235013041722438,0.007962466084817058,0.014074810386755406,0.022235091583321556,0.0031989329253053664,4
X6.V1.983,0.002856640198054929,0.003930036030077458,0.0010504000107141483,0.0006944653257656364,5.6668611922210826e-05,2
X15.V1.515,0.06333918587677291,0.0070581248026895665,0.0006871741056526196,0.0007164452868470885,4.237699200006224e-05,2
X15.V1.363,0.024507589727738935,0.01194345194634794,0.007077397646212789,0.004860832157810977,0.00022095821354051832,2
X17.V1.983,0.019723822560871542,0.006884725994184824,0.0005919578066101287,0.0005246133090044682,2.9368749081144143e-05,2
X4.V1.515,0.05719549355555909,0.009921813870305985,0.0007643645580591293,0.0009198361922982872,0.00011379219055504399,2
X5.V1.182,0.030305692365884155,0.01354488523158613,0.005321361075746364,0.0037623562672641315,0.0002456389607865518,3
X15.V1.802,0.01677182224573743,0.002468344776308448,0.0010492868650794809,0.000876728016004829,0.00014253964366314816,3
X2.V1.531,0.0180617487961775,0.006505139995875861,0.032535783752513106,0.012258443634843462,0.00019757960848387952,4
X19.V1.316,0.10133424630250717,0.4988727589961382,0.2675485661486334,0.0849772765526707,0.0005530290004253713,1
X8.V1.114,0.08335427006804376,0.016418700999225058,0.0010938628890533259,0.001037818161369848,6.111813675348747e-05,2
X19.V1.833,0.02196247885212245,0.0057414864044251016,0.014655323277636127,0.011522029477533776,0.0003748875669117999,2
X10.V1.23,0.0039331325254150454,0.003320668829014418,0.004678382743049417,0.014659987209108313,0.0019687639214699655,5
X17.V1.98,0.03839319011113368,0.01842624694714054,0.006468670454366984,0.023692193919299474,0.0006762921386260366,5
X5.V1.923,0.005473669311616522,0.0014739461635482221,0.0012443267139355724,0.0007752009080565979,5.802390470027622e-05,2
X1.V1.942,0.14343356983546443,0.006674090120842202,0.0021910970498397134,0.0020167237379811716,0.00018792648793014655,3
X11.V1.383,0.07176614623140942,0.02352249147074692,0.011609765992884682,0.0014069559347224818,8.021184792388191e-05,2
X14.V1.844,1.9136642580903604,0.9427102420530161,0.6304706022108719,2.865923303538152,0.06353576409915164,1
X16.V1.632,0.035608752064763716,0.0097456894103507,0.002523170921473582,0.001162558613728829,5.288112172764853e-05,3
X12.V1.81,0.005627195326761503,0.002933689349915605,0.028944267785732367,0.03786287508203838,0.0011351501851912264,5
X9.V1.812,0.07398695852649106,0.021945145595294778,0.001872274139068572,0.0021708410119790312,0.0001672080663993028,3
X6.V1.334,0.6214569096268969,1.5586563612613078,1.144747730343975,1.764363074043144,0.09317979933024638,1
X4.V1.753,0.45822246076951795,0.008694316104203157,0.005042152131712953,0.0027886487194863506,0.00014262747576752777,2
X2.V1.432,0.04313504147336398,0.008417504413174704,0.0032324236077724946,0.001368694766551819,0.00022353184116897064,3
X22.V1.822,0.005683620926389477,0.001125440472824746,0.00018020101297587602,0.0005777614752532234,2.8396753885123935e-05,3
X13.V1.262,0.013841368288183973,0.0008733869768116397,0.00034310547759084417,0.000478752288829439,4.893763195402199e-05,3
X4.V12,0.08449450843448053,0.027209250373926637,0.001909314728242556,0.0013017817464881004,4.043166298076926e-05,3
X18.V1.774,0.07240351135838931,0.016008792341289536,0.022122283828191987,0.04929495113095991,0.0008356220873792981,1
X21.V1.60,0.0020243667179646167,0.0012522413261291836,0.0019458723994228164,0.003694305790513086,0.00013922551309559366,5
X15.V1.392,0.04404926017687577,0.004451677873744775,0.00132626360339093,0.0021094553247859456,0.00010370524884608184,3
X18.V1.116,9.430506737046773,0.7778178488190289,0.2961632148693044,4.743652095192967,0.02810558393527358,1
X13.V1.402,0.008749279812772844,0.002973913849695467,0.0007143727226006063,0.0006376015337383527,6.969547154009105e-05,3
X12.V1.182,0.05550642072004062,0.0029176159756580462,0.0003624950896643461,0.0029704969152605587,0.0003083808891224874,3
X5.V1.802,0.00580999725807739,0.001513725190363453,0.00047198262466156365,0.0005390459903052854,9.502414875032443e-05,3
X11.V1.943,0.04138971276222432,0.015793517077830752,0.0007838739216449217,0.005521284967374336,0.0007037163693193585,2
X17.V1.164,2.546324493732368,1.3328972334462128,0.36503380352183473,7.096228305069078,0.08530194774768163,1
X22.V1.41,0.0017574670374962294,0.0018880916595999768,0.004066317227683647,0.005650383333117854,0.0003637289517776809,5
X4.V1.192,0.012550321332444435,0.015350522478126342,0.0014231254054718544,0.0008416318060538072,6.820512840053797e-05,3
X15.V1.19,0.025021482990317603,0.002756997153517318,0.0013793411200835335,0.004884267077137221,0.00045188176044125836,5
X5.V1.902,0.060686640984706997,0.03759952129238625,0.014024194507622543,0.023234449825434104,0.0011546188921653456,3
X15.V1.615,0.03809145189864037,0.018709928394763858,0.0014210628426340368,0.0011328705009134954,4.32422870950391e-05,2
X8.V1.483,0.02590356571097363,0.0013080679812176677,0.0009762932224850709,0.0003636135315356285,7.675454184304624e-05,2
X14.V1.574,1.6865129449478684,0.33870117333641375,0.2672514669042463,0.17405335544960132,0.0015990324745914326,1
X15.V1.561,0.006144026937663516,0.0031351661757894273,0.004365167501459187,0.003024375593236789,0.0001969960518579746,4
X16.V1.321,0.020646382180160815,0.005569117617184249,0.02273163143521062,0.012476628702389969,0.00021776043598216064,4
X16.V1.774,0.11122692973467929,0.12987266918908394,0.04701598338838338,0.06464506527241043,0.001968345752200944,1
X14.V1.524,0.4130024961752594,0.02547116537699425,0.1457091288859889,0.3220886359126003,0.004213103862360384,1
X16.V1.8,0.001168392591995646,0.005726758616102698,0.0014077214891675327,0.0018318347647210318,0.000360167159754316,5
X19.V1.210,0.06025604045526773,0.003246357325282408,0.048917845767310855,0.00807921472032082,0.000372690633020867,4
X12.V1.361,0.04216986588042854,0.0075114876021616355,0.09390776834854081,0.015505566335824004,0.0006795604502079124,4
X15.V1.454,0.5145571058568292,1.0722635342554518,0.9664126991145597,0.3354491111367405,0.005828252791378389,1
X20.V1.154,0.17646841145763215,0.011939126286167813,0.006581070835644248,0.023444096562842784,0.0005341474063344205,1
X16.V1.42,0.01053379897549419,0.01180437516248989,0.008610356537776746,0.0061707492904304415,0.0006482307608352395,5
X9.V1.701,0.01975321930224595,0.017766427636433792,0.004237192359894837,0.03819166445553729,0.0012227937727797883,4
X4.V1.28,0.0026199312316482508,0.004486046453148386,0.0065073797505267005,0.014620701861180037,0.0013466295152624742,5
X3.V1.494,0.033272351781715004,2.131162043884465,0.10673704272824665,0.34385583160256006,0.004656669001931422,1
X9.V1.991,0.014804052336463463,0.029286828434846666,0.25063396644918146,0.04688053868038427,0.0001917633190927145,4
X6.V1.954,0.05981651610309909,0.025455150463430318,0.05023533763229386,0.03895513986526013,0.001192460159466914,1
X15.V1.21,0.0033495483306083007,0.004471361336953498,0.0029888821704029444,0.0036806092241401097,8.544966486766979e-05,5
X1.V1.25,0.014023495182057658,0.001624869477889276,0.007322733866668738,0.021012972119896355,0.004533876345778468,5
X7.V1.654,1.1634070811185648,0.994477516237531,0.2950613100607231,0.08970847006257493,0.00902573333086947,1
X6.V1.74,0.015501721989670028,0.0030467709613613003,0.010339770438629263,0.009137853694904451,0.00021276816971911935,5
X10.V1.834,0.4607720591983032,0.07260244662896141,0.04835247827868417,0.06792758343197292,0.004982006908254403,1
X10.V1.463,0.03575005384998645,0.012819591796972323,0.006453669756159222,0.0030073737254713963,0.0003954335844496791,2
X23.V1.404,2.436629525622992,0.2043745885334326,0.054587836149187954,1.8911806950039058,0.07257079681934472,1
X23.V1.644,0.4752692745234836,0.04710085953462351,0.06541305574122533,0.030433119356749812,0.0007785187055652737,1
X17.V1.192,0.07052644187664481,0.005572301971354494,0.0014478990114636474,0.0015165192395264517,0.00011370083352014854,3
X4.V1.901,0.011225592348414068,0.0015553732514576846,0.015075883051800784,0.01159284811490401,0.0003310971799845731,4
X13.V1.59,0.004670620440153766,0.006824435651217038,0.004096200705390093,0.004508811599262932,7.529550199478874e-05,5
X9.V1.804,4.099545675841734,0.9705117128696064,0.5208010106768589,0.7208573479671657,0.013481936915079623,1
X23.V1.97,0.011651251104557649,0.0018546867205882053,0.0338390642381427,0.012980821143174996,0.0002757137533817503,5
X18.V1.415,0.008991843104988403,0.003017618807625698,0.0002702360013374952,0.0008599172513513009,5.847108326729014e-05,2
X14.V1.37,0.003883860457710578,0.0016666220456458098,0.0016702753355271305,0.002831543896513808,0.0005178030800237466,5
X19.V1.583,0.041654295811139615,0.008265750481268782,0.0036506476351067145,0.0014013880504912851,2.670439693537605e-05,2
X3.V1.102,0.04759215461954217,0.002692279952354725,0.0008633001102566479,0.0009741967500602909,5.887482367377353e-05,3
X17.V1.541,0.001361839845036557,0.011028649166339555,0.008432797667274623,0.00466313394040984,0.00026926328270742393,4
X21.V1.694,0.030270446860163436,0.5227664669869131,0.1207612690839114,0.08922953116956228,0.0007599815505684973,1
X4.V1.50,0.014180400609978142,0.024347214234944816,0.0046529327569652425,0.010167779253957416,0.0006656290231086991,5
X14.V1.641,0.007690266578849353,0.02378611657088724,0.03496607346316045,0.06742567496335655,0.005059327376782892,4
X8.V1.55,0.029226668111110597,0.00652277780949753,0.009775569745540981,0.014110029040074037,0.00031213386152883674,5
X4.V1.92,0.0033487418628774766,0.008577231598793422,0.009009949345696938,0.018118522538250317,0.0005575976765842418,5
X1.V1.753,0.7815811354958694,0.2124348057910807,0.09750587031013516,0.05741536064416977,0.0013128953553034096,2
X8.V1.252,0.013709821571675303,0.0009658458246896721,0.0009082069740941483,0.0007319446857785082,4.7635842302852684e-05,3
X16.V1.982,0.03814956208730867,0.00950712653567237,0.005157163906046147,0.001913186372663245,7.789514214304636e-05,3
X17.V1.471,0.012159083107504583,0.020251093499179754,0.07077064535292998,0.008603451253739266,0.0001565308357353237,4
X21.V1.312,0.03327140534405383,0.020945048564888335,0.002332252590734124,0.0016119699775078232,0.000306729189615555,3
X14.V1.124,0.01930142569882973,4.973484421204806,3.777184528003709,1.8472337890950783,0.009918896791024258,1
X9.V1.953,0.09172002762153575,0.006019094203846796,0.005561732255415603,0.0034197726710202816,0.0003305839420201007,2
X10.V1.651,0.017949186270222305,0.005910149487841833,0.014780167447213017,0.03920078618894436,0.0033404350518302264,4
X15.V1.494,0.03626106417776956,1.3908096837032236,0.7652836992454455,0.2633398913223853,0.0016629907575420307,1
X15.V1.161,0.0064182213122613956,0.00840869500432116,0.20557009396104697,0.02665208870888171,0.00038772904744297464,4
X2.V1.703,0.014846319515998784,0.005679818468828258,0.002005958480726765,0.0007082472782345601,3.9794741020398375e-05,2
X20.V1.58,0.013354066831915822,0.014051133971327187,0.020533853660986198,0.0048798671226766505,6.0099031084406576e-05,5
X14.V1.13,0.03047510372164641,0.0027000359487554756,0.007143420171428619,0.004515670790756889,0.00028688065045001264,5
X19.V1.344,0.9715338315972185,0.31394671519317074,1.9659479383068923,4.1596602318287275,0.042102808340168836,1
X13.V1.23,0.007155356917389275,0.006021024506198904,0.004080732875913344,0.011660990812384704,0.004156610030273407,5
X4.V1.444,0.4655217946477518,0.04847641204490499,0.1169561542339982,0.2823960897086944,0.00213246785470758,1
X13.V1.813,0.026659224214206738,0.006686021996109754,0.00856013841877215,0.002601565646563729,0.0002129126312945254,3
X16.V1.403,0.02420655465415796,0.0022190703650177895,0.0011184999594144604,0.0006100433260460797,4.371805725567877e-05,2
X7.V1.151,0.002145138062312467,0.016080623212396783,0.0037250821831834625,0.009770800249322094,0.0004054107337914271,4
X4.V1.521,0.004339642275946775,0.007004414880811764,0.04909089461596975,0.00870620496471409,0.00022199232459397633,4
X6.V1.2,0.017105281680205215,0.0009555002719353238,0.004336195308868791,0.004875099216012565,0.0001518090919042213,5
X13.V1.573,0.012715511960714847,0.011857648703345647,0.0034648637806417356,0.00046907432339081157,5.559511981299153e-05,2
X6.V1.262,0.01607659883854515,0.0015613263998331224,0.0014116969923743544,0.0009401158748506851,6.049654518220547e-05,3
X21.V1.301,0.020048400515777477,0.0028543743953683776,0.01707034127516224,0.005245992323764076,0.00026489861925196216,4
X9.V1.494,0.05487536542177117,2.1312126859302563,0.16438874912815687,0.3212218187271004,0.0026018143012942092,1
X2.V1.501,0.007280263530870801,0.002310718246898676,0.002828719422281535,0.0053744329797289535,0.00016572268893027062,4
X6.V1.254,0.013480294219300061,1.720914472950031,0.26558681021951985,0.12128784534186648,0.0035009855155522024,1
X18.V1.354,0.04728300338229248,0.2295383628327876,0.03889417851341899,0.028401727022354828,0.000642742932051789,1
X21.V1.974,0.34140771934761516,1.1043128713788377,1.290591014798391,0.09012132937599887,0.004075352396608626,1
X19.V1.822,0.005171510850123331,0.0006683642249317267,0.00043086397446175936,0.0005555105136512231,4.1137367612744264e-05,3
X11.V1.53,0.02670210508122001,0.010586520721290186,0.07434125839233399,0.012460075529612962,0.0007060394873704482,5
X14.V1.552,0.0432109250958831,0.01772690573591033,0.033245634113199085,0.007036085340994552,0.0005848246234839023,3
X17.V1.374,0.356900143054517,0.1224873551407091,0.2830106001623263,0.06432926292055031,0.000525040179877423,1
X9.V1.813,0.05630769747376048,0.011818303416676256,0.0031832542235462305,0.0019276950679942215,0.00012320710813961934,3
X12.V1.4,0.010913019437825574,0.008102471747409473,0.00191022521018697,0.004731757804368668,0.0004811409712487575,5
X6.V1.116,1.563465482134415,4.0884821220354635,2.6660107186471045,2.9494549451203635,0.02192862766427534,1
X16.V1.963,0.06732695859556508,0.02984292022966166,0.009043105427257236,0.007469062038642445,0.000886235464726581,2
X22.V1.511,0.005301921254644864,0.000311451635692612,0.040255711363792815,0.029580748412485723,0.00012847275325490287,4
X7.V1.682,0.04108454528129272,0.007385957817063227,0.0014688583289726423,0.0023757292709188915,5.854727019708031e-05,3
X15.V1.923,0.0049719823343213915,0.000388078558317377,0.0007721027357653726,0.0010291572829635933,0.00016302755337677073,2
X13.V1.914,0.01463326363591423,0.008217637313630965,0.0016152975505264672,0.0013037864268871878,3.6017764463017294e-05,2
X6.V1.393,0.013246539030331198,0.003365327050875655,0.0009710750134977698,0.001484137830609151,5.194391690438533e-05,2
X6.V1.343,0.007514989924913581,0.006314593251736802,0.003956055344142624,0.0007159339668603825,3.679983008079288e-05,2
X13.V1.302,0.0074604097655748235,0.014176932585174119,0.000941714488619134,0.0012150683633222947,7.913659972477655e-05,3
X10.V1.323,0.03160848979516472,0.007482726194759859,0.010683051335835326,0.005556779723795919,0.00017442567234106756,2
X9.V1.721,0.009228896786658442,0.013109261636396499,0.006923383955487378,0.02779751910030291,0.0009903337469785597,4
X19.V1.601,0.026640855921142903,0.014927419467452916,0.021990205090022478,0.0078212155675936,0.000978209563530538,4
X1.V1.541,0.0011524553180612225,0.009227290618452098,0.011065876993257518,0.012658897597236134,0.00013433804156021579,4
X15.V1.70,0.021500359288500262,0.015179071308757413,0.012835715339326988,0.023451764393855525,0.0002522641629742925,5
X8.V1.317,0.30573541832955026,0.08300236752702064,0.06219510465878698,0.030976363176760873,0.00033639861584121473,1
